id;lat;lng;name
199807;50.082004365792;24.33297264576;с. Сапіжанка
199808;50.110129814162;24.343660235406;м. Кам'янка-Бузька (вул. Хомина)
200251;49.925489314184;23.896726429462;с. Лісопотік
200252;49.925017928557;23.897574007511;с. Лісопотік
200560;49.749573102494;23.932987093925;с. Наварія
200561;49.749496121235;23.933788537979;с. Наварія
201173;49.780738612687;23.91038620472;с. Басівка
201174;49.75141906738281;23.620616912841797;с. Стоділки
201175;49.7515983581543;23.621034622192383;с. Стоділки
201176;49.729312896728516;23.61136817932129;с. Угри
201533;49.8399393631;23.99545648694;Автостанція №8
201534;49.850606075014;23.992859578518;Янівський цвинтар
201535;49.8978271484375;23.770551681518555;с. Страдч
201536;49.89824295043945;23.77022933959961;с. Страдч
201537;49.92021560668945;23.734630584716797;с. Івано-Франкове
201538;49.920448303222656;23.735092163085938;с. Івано-Франкове
201539;49.932559967041016;23.566768646240234;Новояворівськ
201540;49.93233108520508;23.56662940979004;Новояворівськ
201542;49.95691680908203;23.544401168823242;с. Шкло
201950;49.889654112786;24.090434074402;с. Дубляни
201951;49.890046983074;24.090976848768;с. Дубляни
201952;49.92002487182617;24.1605281829834;с. Малі Підліски
201953;49.919498443603516;24.160633087158203;с. Малі Підліски
201954;49.916731515118;24.222592532635;с. Запитів (Кінець)
201955;49.916599576179;24.223022162914;с. Запитів (Кінець)
201956;49.918697357177734;24.187286376953125;с. Запитів (Початок)
201957;49.91851806640625;24.18756103515625;с. Запитів (Початок)
201958;49.91407012939453;24.271141052246094;с. Старий Яричів
201959;49.91404724121094;24.271770477294922;с. Старий Яричів
201960;49.90744889459;24.302875757217;с. Новий Яричів
202386;49.828897571184;23.782008111477;с. Мшана
202387;49.829109043512;23.781905472279;с. Мшана
202388;49.83988571166992;23.759897232055664;с. Залужжя
202389;49.84015655517578;23.75970458984375;с. Залужжя
202390;49.837257385253906;23.731176376342773;с. Повітно
202391;49.83678436279297;23.729610443115234;с. Повітно
204331;49.83845901489258;24.080638885498047;на вимогу
204332;49.83823013305664;24.079734802246094;на вимогу
205400;49.97959518432617;24.07845115661621;с. Куликів
205401;49.979492087104;24.078623890877;с. Куликів
205402;49.976848700508;24.090844273567;с. Надичі
205403;49.977045871945;24.090049088001;с. Надичі
205404;49.975830510849;24.11304795742;с. Гребінці
205405;49.975948333740234;24.11277198791504;с. Гребінці
205406;49.96847152709961;24.1422119140625;с. Виднів
205407;49.968264344763;24.142294287682;с. Виднів
207452;49.836007495878;24.071200728416;Автостанція №6
207453;49.8344612121582;23.990053176879883;вул. Городоцька-Кульпарківська
222122;49.840488342575;24.011663556099;Цирк
222123;49.840313804669;24.011645615101;Цирк
222125;49.839717505589;24.037066698074;пл. Митна
222126;49.834394952426;24.016055613756;Львівська політехніка
222127;49.834522108897;24.016535058618;Львівська політехніка
222128;49.834599094625;24.016107246279;Львівська політехніка
222129;49.834333969101;24.020048081875;на вимогу
222130;49.831802877058;24.017210304737;вул. Академіка Сахарова
222131;49.86668325072;24.04165327549;вул. Лінкольна
222132;49.866534567935;24.04168009758;вул. Лінкольна
222134;49.837427153938;24.059699177742;вул. Котика
222135;49.853472901365;24.038402438164;вул. Якова Остряниці
222137;49.837691830027;24.000231921673;Приміський вокзал
222138;49.82286427698;23.918706178665;вул. Збиральна
222140;49.894741523328;23.946622610092;смт Брюховичі (вул. Смолиста)
222141;49.826378611265;24.073639199017;вул. Медової Печери
222142;49.7875401379;24.066249132156;вул. Коломийська - вул. Трильовського
222143;49.80533699026;23.986134231091;вул. Василя Симоненка
222144;49.785089723395;24.059929847717;пр. Червоної Калини (53)
222145;49.873870531402;23.951538647856;вул. Малковицька
222146;49.873780346299;23.951053234098;вул. Малковицька
222147;49.87136306681;23.964679241181;на вимогу
222148;49.871496176484;23.963684141636;на вимогу
222149;49.836399574211;23.997863531113;Приміський вокзал (142)
222150;49.836389194506;23.99751752615;Приміський вокзал
222151;49.842929696681;24.016376137734;Церква Анни
222152;49.964120555789;24.160668253899;с. Сулимів
222153;49.831792496366;24.017192199826;вул. Академіка Сахарова
222154;49.834598662122;24.016051590443;Львівська політехніка
222155;49.834526866446;24.016543105245;Львівська політехніка
222156;49.834391924887;24.016048908234;Львівська політехніка
222158;49.837431;24.059667;вул. Котика
222159;49.837701776976;24.000205770135;Приміський вокзал
222161;49.809385774;23.988373875618;на вимогу
222162;49.836449742752;24.022333323956;Головна Пошта
222163;49.89509400599;23.946088850498;смт Брюховичі (вул. Смолиста)
222164;49.914006798911;23.965395390987;на вимогу
222165;49.776774707721;24.013860225677;на вимогу
222166;49.813998447488;23.981451094151;на вимогу
222167;49.814033062512;23.981000483036;на вимогу
222168;49.800470731561;24.040698409081;на вимогу
222169;49.834017386609;23.990678975446;вул. Городоцька - вул. Кульпарківська
222170;49.783808185174;24.013425707817;на вимогу
222172;49.844531388047;24.016196429729;на вимогу
222174;49.809290573482;24.120317101479;Винники (вул. Ломоносова)
222175;49.802752446313;24.129315912724;Винники (вул. Козацька)
222176;49.802503159494;24.129667282104;Винники вул. Козацька
222177;49.805851112823;24.120770394802;на вимогу
222178;49.805837264476;24.120947420597;на вимогу
222179;49.802376784436;24.135651290416;Винники (вул. Забава)
222180;49.808118726313;23.837126791477;на вимогу
222181;49.808077183204;23.83820772171;на вимогу
222183;49.844290099924;24.01628896594;на вимогу
222184;49.782597619963;23.761925697326;с. Керниця
222185;49.782323983005;23.745671510696;с. Керниця (Центр)
222186;49.782237388709;23.746132850647;с. Керниця (Центр)
222187;49.782247780033;23.742152452469;на вимогу
222188;49.782424432194;23.741911053658;на вимогу
222189;49.822158254447;23.983615636826;на вимогу
222190;49.822323513096;23.983630388975;на вимогу
222191;49.821182265156;23.96860063076;вул. Виговського
222192;49.845380643474;24.025082588195;пр. В'ячеслава Чорновола
222195;49.788075229597;24.061080515385;вул. Коломийська
222196;49.83242225427;24.012146294117;вул. Київська
222197;49.830982795584;23.907006382942;ТЦ "Три Слони"
222198;49.84245921138;24.015432000161;Театр ім. Лесі Українки
222199;49.842106344399;24.015448093415;Театр ім. Лесі Українки
222200;49.853936362183;24.023838043213;на вимогу
222201;49.804879987843;23.987298309803;вул. Василя Симоненка
222202;49.455500727903;23.955498039723;с. Пісочна
222203;49.523395867111;23.965746760368;с. Миколаїв (АС)
222204;49.842787859682;24.018092751503;Церква Анни
222205;49.835404842396;23.994663655758;ТРЦ "Скриня"
222206;49.835496531576;23.994843363762;ТРЦ "Скриня"
222207;49.836131431128;23.999416530132;Привокзальний ринок
222208;49.836461852392;23.999301195144;Привокзальний ринок
222209;49.83646358234;23.99934142828;Привокзальний ринок
222210;49.836124511286;23.999373614788;Привокзальний ринок
222216;49.843182234696;24.022824168205;вул. Северина Наливайка
222217;49.839814376077;23.886884450912;вул. Лесі Українки
222218;49.839868000729;23.887377977371;вул. Лесі Українки
222219;49.836444552905;23.878346979618;Рудне
222220;49.83961198573;23.877692520618;вул. Нагірних
222221;49.839765940858;23.877241909504;вул. Нагірних
222222;49.835837337003;23.875922262669;вул. Володимира Великого
222223;49.838753979632;23.872250318527;на вимогу
222224;49.837394285564;23.884918391705;на вимогу
222225;49.837060756191;23.873231993665;Народний дім
222226;49.83720399454;23.873366117477;Народний дім
222227;49.84258721151;23.860593438148;Духовна Семінарія
222228;49.84027796787;23.865531384945;вул. Шевченка
222229;49.840418082425;23.865499198437;вул. Шевченка
222230;49.838641538189;23.864152729511;вул. Лисенка
222231;49.838369947778;23.863704800606;вул. Лисенка
222232;49.838015321059;23.86837720871;на вимогу
222233;49.838132953625;23.868087530136;на вимогу
222234;49.835927295396;23.87616366148;вул. Володимира Великого
222235;49.844024595114;24.024272561073;ТЦ "Магнус"
222236;49.877945144264;24.003480953225;Дитячий диспансер
222237;49.877439063092;24.003989696503;Дитячий диспансер
222241;49.716941117553;23.906864225864;м. Пустомити
222242;49.715737553646;23.911622464657;вул. Радоцинська
222243;49.716188460044;23.911710977554;вул. Радоцинська
222244;49.710506733451;23.911399841309;вул. Зиновія Бабія
222245;49.711925493014;23.912046253681;вул. Шухевича
222246;49.719610009484;23.904114961624;вул. Грушевського
222247;49.719629084857;23.903919160366;вул. Грушевського
222248;49.72346655063;23.901419341564;вул. Козацька
222249;49.721366646473;23.902838230133;вул. Олеся Гончара
222250;49.726050123116;23.899557888508;вул. Глинська
222251;49.724869326174;23.899914622307;вул. Глинська
222252;49.71484613406;23.909069001675;станція Пустомити
222253;49.714886022835;23.908900022507;станція Пустомити
222254;50.103994993062;24.346483647823;Парк
222255;50.099427223456;24.343466162681;Міст
222258;50.105412547496;24.338359236717;Автостанція
222259;50.099871116219;24.34434056282;Міст
222260;49.820350274406;24.019071757793;Дитяча залізниця
222262;49.837576118462;23.999875186564;Приміський вокзал
222263;49.842371187022;24.069384634658;Шевченківський Гай
222264;49.842331595308;24.069027900696;Шевченківський Гай
222265;49.821573739885;24.016504883766;Кредобанк
222266;49.830799592153;23.990702033033;Кардіологічний центр
222267;49.802410444134;23.992069959559;Центр зайнятості
222268;49.871050556107;24.057945013046;ТЦ "ВАМ"
222269;49.874922712669;24.061399700876;вул. Богдана Хмельницького
222271;49.864059144377;24.044442772865;вул. Городницька
222272;49.809074207972;23.987773060799;на вимогу
222273;49.814450171613;24.050853252411;вул. Раковського
222275;49.834588282031;24.014265239239;вул. Степана Бандери
222276;49.853478954053;24.038446694613;вул. Якова Остряниці
222277;49.853477224714;24.038421213627;вул. Якова Остряниці
222278;49.913360832035;23.925776481628;Школа-інтернат
222279;49.913493825923;23.925873041153;Школа-інтернат
222280;49.824748683732;24.134406745434;Воєнний госпіталь
222281;49.819264838792;24.137097001076;вул. Винниченка
222282;49.819559033692;24.137284755707;вул. Винниченка
222283;49.82361181902;24.136928021908;вул. Винна Гора
222284;49.823099615535;24.136903882027;вул. Лісна
222285;49.801059348087;23.950117528439;на вимогу
222286;49.800929506821;23.949629366398;на вимогу
222287;49.797449631197;23.94423007965;на вимогу
222288;49.796985628884;23.94319742918;на вимогу
